Estado,Municipio,CP,Colonia,latitude,longitude
DF,Coyoacan,04210,Churubusco Country Club,19.355525,-99.139539
DF,Coyoacan,04230,Prado Churubusco,19.354665,-99.127297
DF,Coyoacan,04239,Ermita Churubusco,19.354665,-99.127297
DF,Coyoacan,04240,Hermosillo,19.354665,-99.127297
DF,Coyoacan,04250,Paseos de Taxqueña,19.344865,-99.123448
DF,Coyoacan,04300,Ajusco,19.318995,-99.161626
DF,Coyoacan,04309,Pedregal de Monserrat,19.318995,-99.161626
DF,Coyoacan,04310,Romero de Terreros,19.318995,-99.161626
DF,Coyoacan,04319,Torres de Chimalistac,19.318995,-99.161626
DF,Coyoacan,04319,Fortin de Chimalistac,19.318995,-99.161626
DF,Coyoacan,04320,Cuadrante de San Francisco,19.318995,-99.161626
DF,Coyoacan,04320,Pedregal de San Francisco,19.318995,-99.161626
DF,Coyoacan,04320,Romero de Terreros,19.318995,-99.161626
DF,Coyoacan,04326,Villa de San Francisco,19.339775,-99.161712
DF,Coyoacan,04330,Pedregal de Coyoacan,19.33769,-99.154384
DF,Coyoacan,04330,El Rosedal,19.33769,-99.154384
DF,Coyoacan,04330,Pueblo de los Reyes,19.33769,-99.154384
DF,Coyoacan,04330,Pacifico,19.33769,-99.154384
DF,Coyoacan,04330,Rosedal,19.33769,-99.154384
DF,Coyoacan,04338,Mariana,19.33769,-99.154384
DF,Coyoacan,04340,Copilco Universidad ISSSTE,19.338835,-99.178518
DF,Coyoacan,04340,Insurgentes San Angel,19.338835,-99.178518
DF,Coyoacan,04340,Copilco El Bajo,19.338835,-99.178518
DF,Coyoacan,04350,Integracion Latinoamericana,19.340975,-99.180716
DF,Coyoacan,04350,Copilco,19.340975,-99.180716
DF,Coyoacan,04350,Villas Copilco,19.340975,-99.180716
DF,Coyoacan,04359,Empleados Federales,19.340975,-99.180716
DF,Coyoacan,04360,Copilco El Alto,19.335625,-99.180934
DF,Coyoacan,04360,Copilco Universidad,19.335625,-99.180934
DF,Coyoacan,04369,Pedregal de Santo Domingo,19.325595,-99.16761
DF,Coyoacan,04370,Xotepingo 101,19.325595,-99.16761
DF,Coyoacan,04370,Atlantida,19.325595,-99.16761
DF,Coyoacan,04370,Ciudad Jardin,19.325595,-99.16761
DF,Coyoacan,04380,El Rosario,19.332145,-99.148363
DF,Coyoacan,04380,Pueblo La Candelaria,19.332145,-99.148363
DF,Coyoacan,04390,Nueva Diaz Ordaz,19.332145,-99.148363
DF,Coyoacan,04390,Huayamilpas,19.332145,-99.148363
DF,Coyoacan,04400,Educacion,19.33333,-99.13333
DF,Coyoacan,04410,Petrolera Taxqueña,19.339035,-99.133436
DF,Coyoacan,04410,Tlalpan FOVISSSTE,19.339035,-99.133436
DF,Coyoacan,04420,Ex-Ejido de San Francisco Culhuacan,19.339035,-99.133436
DF,Coyoacan,04440,Culhuacan CTM Seccion I,19.339035,-99.133436
DF,Coyoacan,04440,Culhuacan CTM Seccion II,19.339035,-99.133436
DF,Coyoacan,04440,Culhuacan CTM Seccion V,19.339035,-99.133436
DF,Coyoacan,04450,El Centinela,19.335855,-99.139588
DF,Coyoacan,04460,Avante,19.32698,-99.133868
DF,Coyoacan,04470,Presidentes Ejidales 2a Seccion,19.32698,-99.133868
DF,Coyoacan,04470,Presidentes Ejidales 1a Seccion,19.32698,-99.133868
DF,Coyoacan,04480,Culhuacan CTM Seccion X-A,19.32698,-99.133868
DF,Coyoacan,04480,Culhuacan CTM Seccion III,19.32698,-99.133868
DF,Coyoacan,04480,Culhuacan CTM CROC,19.32698,-99.133868
DF,Coyoacan,04480,Culhuacan CTM Seccion VI,19.32698,-99.133868
DF,Coyoacan,04489,Culhuacan CTM Seccion VII,19.32698,-99.133868
DF,Coyoacan,04490,Culhuacan CTM Seccion Piloto,19.32698,-99.133868
DF,Coyoacan,04490,Culhuacan CTM Canal Nacional,19.32698,-99.133868
DF,Coyoacan,04500,Jardines del Pedregal de San Angel,19.32698,-99.133868
DF,Coyoacan,04510,Universidad Nacional Autonoma de Mexico,19.32698,-99.133868
DF,Coyoacan,04519,La Otra Banda,19.32698,-99.133868
DF,Coyoacan,04530,Insurgentes Cuicuilco,19.32698,-99.133868
DF,Coyoacan,04535,Torres del Maurel,19.32698,-99.133868
DF,Coyoacan,04600,Pedregal de Santa Ursula,19.3,-99.15
DF,Coyoacan,04610,Xotepingo,19.327095,-99.140373
DF,Coyoacan,04620,Pueblo de San Pablo Tepetlapa,19.327095,-99.140373
DF,Coyoacan,04630,Adolfo Ruiz Cortines,19.327095,-99.140373
DF,Coyoacan,04640,El Reloj,19.31824,-99.142374
DF,Coyoacan,04650,Los Fresnos,19.31559,-99.143151
DF,Coyoacan,04650,Pueblo de Santa Ursula Coapa,19.31559,-99.143151
DF,Coyoacan,04660,Joyas del Pedregal,19.30648,-99.161027
DF,Coyoacan,04700,Villa Panamericana,19.30648,-99.161027
DF,Coyoacan,04700,Pedregal de Carrasco,19.30648,-99.161027
DF,Coyoacan,04710,Olimpica,19.30648,-99.161027
DF,Coyoacan,04718,Vistas del Maurel,19.30648,-99.161027
DF,Coyoacan,04719,Pedregal del Sur,19.30648,-99.161027
DF,Coyoacan,04719,Villas del Pedregal,19.30648,-99.161027
DF,Coyoacan,04730,Bosques de Tetlameya,19.30044,-99.157133
DF,Coyoacan,04730,Cantil del Pedregal,19.30044,-99.157133
DF,Coyoacan,04738,Modulo Social Iman,19.30044,-99.157133
DF,Coyoacan,04738,Villas del Iman,19.30044,-99.157133
DF,Coyoacan,04739,El Caracol,19.304405,-99.162615
DF,Coyoacan,04800,Los Cedros,19.304405,-99.162615
DF,Coyoacan,04800,Alianza Popular Revolucionaria,19.304405,-99.162615
DF,Coyoacan,04810,Prados de Coyoacan,19.304405,-99.162615
DF,Coyoacan,04815,Emiliano Zapata,19.325675,-99.137735
DF,Coyoacan,04830,Los Cipreses,19.325675,-99.137735
DF,Coyoacan,04830,Los Ciruelos,19.325675,-99.137735
DF,Coyoacan,04840,Ex-Ejido de San Pablo Tepetlapa,19.325675,-99.137735
DF,Coyoacan,04843,Secretaria de Marina Armada de Mexico,19.325675,-99.137735
DF,Coyoacan,04849,Sector Marina,19.325675,-99.137735
DF,Coyoacan,04850,Fuentes de Coyoacan,19.325675,-99.137735
DF,Coyoacan,04870,Los Robles,19.31843,-99.135851
DF,Coyoacan,04870,Espartaco,19.31843,-99.135851
DF,Coyoacan,04890,Jardines de Coyoacan,19.31843,-99.135851
DF,Coyoacan,04890,Los Olivos,19.31843,-99.135851
DF,Coyoacan,04899,El Parque de Coyoacan,19.31843,-99.135851
DF,Coyoacan,04908,La Virgen,19.31843,-99.135851
DF,Coyoacan,04909,Culhuacan CTM Seccion IX-A,19.31843,-99.135851
DF,Coyoacan,04909,Culhuacan CTM Seccion IX-B,19.31843,-99.135851
DF,Coyoacan,04909,Culhuacan CTM Seccion VIII,19.31843,-99.135851
DF,Coyoacan,04910,Carmen Serdan,19.31843,-99.135851
DF,Coyoacan,04918,Cafetales,19.31843,-99.135851
DF,Coyoacan,04919,Emiliano Zapata Fraccionamiento Popular,19.31843,-99.135851
DF,Coyoacan,04920,Los Girasoles,19.31843,-99.135851
DF,Coyoacan,04929,Las Campanas,19.309395,-99.121214
DF,Coyoacan,04930,Santa Cecilia,19.306145,-99.113315
DF,Coyoacan,04938,Campestre Coyoacan,19.306145,-99.113315
DF,Coyoacan,04939,Culhuacan CTM Seccion X,19.306145,-99.113315
DF,Coyoacan,04940,Los Sauces,19.306145,-99.113315
DF,Coyoacan,04950,El Mirador,19.306145,-99.113315
DF,Coyoacan,04960,Villa Quietud,19.306145,-99.113315
DF,Coyoacan,04970,Haciendas de Coyoacan,19.306145,-99.113315
DF,Coyoacan,04980,Ex-Hacienda Coapa,19.306145,-99.113315
DF,Coyoacan,04980,Viejo Ejido de Santa Ursula Coapa,19.306145,-99.113315
DF,Coyoacan,04980,Ex-Ejido de Santa Ursula Coapa,19.306145,-99.113315
DF,Cuajimalpa de Morelos,05000,Cuajimalpa,19.358535,-99.302361
DF,Cuajimalpa de Morelos,05009,Delegacion Politica Cuajimalpa de Morelos,19.35157,-99.313567
DF,Cuajimalpa de Morelos,05010,Zentlapatl,19.35157,-99.313567
DF,Cuajimalpa de Morelos,05020,Loma del Padre,19.35157,-99.313567
DF,Cuajimalpa de Morelos,05030,San Pedro,19.362225,-99.299015
DF,Cuajimalpa de Morelos,05030,La Manzanita,19.362225,-99.299015
DF,Cuajimalpa de Morelos,05050,San Pablo Chimalpa,19.35526,-99.319543
DF,Cuajimalpa de Morelos,05100,Lomas de Vista Hermosa,19.37586,-99.268385
DF,Cuajimalpa de Morelos,05110,Cooperativa Palo Alto,19.38686,-99.250775
DF,Cuajimalpa de Morelos,05118,Granjas Palo Alto,19.38686,-99.250775
DF,Cuajimalpa de Morelos,05119,Campestre Palo Alto,19.38686,-99.250775
DF,Cuajimalpa de Morelos,05120,Bosques de las Lomas,19.39051,-99.2546
DF,Cuajimalpa de Morelos,05126,Villas Marbella,19.39051,-99.2546
DF,Cuajimalpa de Morelos,05128,Cumbres Reforma,19.38382,-99.262254
DF,Cuajimalpa de Morelos,05129,Lomas del Chamizal,19.38382,-99.262254
DF,Cuajimalpa de Morelos,05130,Rincon de las Lomas,19.38382,-99.262254
DF,Cuajimalpa de Morelos,05200,San Jose de los Cedros,19.38382,-99.262254
DF,Cuajimalpa de Morelos,05214,Club de Golf Bosques,19.38382,-99.262254
DF,Cuajimalpa de Morelos,05219,Granjas Navidad,19.38382,-99.262254
DF,Cuajimalpa de Morelos,05220,Tepetongo,19.37155,-99.291864
DF,Cuajimalpa de Morelos,05230,El Ebano,19.37155,-99.291864
DF,Cuajimalpa de Morelos,05240,El Molino,19.37155,-99.291864
DF,Cuajimalpa de Morelos,05249,Jardines de la Palma,19.37155,-99.291864
DF,Cuajimalpa de Morelos,05260,Jesus del Monte,19.37155,-99.291864
DF,Cuajimalpa de Morelos,05269,Amado Nervo,19.36803,-99.294585
DF,Cuajimalpa de Morelos,05270,Manzanastitla,19.3663,-99.299043
DF,Cuajimalpa de Morelos,05280,Adolfo Lopez Mateos,19.3663,-99.299043
DF,Cuajimalpa de Morelos,05310,El Molinito,19.36143,-99.287044
DF,Cuajimalpa de Morelos,05320,El Yaqui,19.35983,-99.28398
DF,Cuajimalpa de Morelos,05330,Memetla,19.36052,-99.286823
DF,Cuajimalpa de Morelos,05330,Ampliacion Memetla,19.36052,-99.286823
DF,Cuajimalpa de Morelos,05330,Lomas de Memetla,19.36052,-99.286823
DF,Cuajimalpa de Morelos,05330,Ampliacion el Yaqui,19.36052,-99.286823
DF,Cuajimalpa de Morelos,05348,Santa Fe Cuajimalpa,19.36052,-99.286823
DF,Cuajimalpa de Morelos,05360,Locaxco,19.35563,-99.290749
DF,Cuajimalpa de Morelos,05370,Las Tinajas,19.35643,-99.282499
DF,Cuajimalpa de Morelos,05379,Lomas de San Pedro,19.35401,-99.288154
DF,Cuajimalpa de Morelos,05400,El Tianguillo,19.35401,-99.288154
DF,Cuajimalpa de Morelos,05410,1° de Mayo,19.322327,-99.326139
DF,Cuajimalpa de Morelos,05410,San Lorenzo Acopilco,19.322327,-99.326139
DF,Cuajimalpa de Morelos,05500,Contadero,19.322327,-99.326139
DF,Cuajimalpa de Morelos,05520,La Venta,19.333495,-99.310859
DF,Cuajimalpa de Morelos,05530,Abdias Garcia Soto,19.333495,-99.310859
DF,Cuajimalpa de Morelos,05600,San Mateo Tlaltenango,19.3458,-99.274309
DF,Cuajimalpa de Morelos,05610,Santa Rosa Xochiac,19.3458,-99.274309
DF,Cuajimalpa de Morelos,05619,Prados de la Montaña,19.3458,-99.274309
DF,Cuajimalpa de Morelos,05620,Prados de la Montaña,19.318952,-99.323611
DF,Cuajimalpa de Morelos,05700,Cruz Blanca,19.318952,-99.323611
DF,Cuajimalpa de Morelos,05710,Las Maromas,19.32884,-99.332635
DF,Cuajimalpa de Morelos,05730,Xalpa,19.31094,-99.32987
DF,Cuajimalpa de Morelos,05750,La Pila,19.313178,-99.337234
DF,Cuajimalpa de Morelos,05760,Las Lajas,19.31508,-99.33385
DF,Cuajimalpa de Morelos,05780,Agua Bendita,19.362905,-99.310105
DF,Cuauhtemoc,06000,Centro (Area 1),19.362905,-99.310105
DF,Cuauhtemoc,06010,Centro (Area 2),19.362905,-99.310105
DF,Cuauhtemoc,06018,H Camara de Senadores,19.362905,-99.310105
DF,Cuauhtemoc,06020,Centro (Area 3),19.362905,-99.310105
DF,Cuauhtemoc,06030,Tabacalera,19.435265,-99.153765
DF,Cuauhtemoc,06038,Banorte,19.435265,-99.153765
DF,Cuauhtemoc,06039,ISSSTE,19.435265,-99.153765
DF,Cuauhtemoc,06040,Centro (Area 4),19.435265,-99.153765
DF,Cuauhtemoc,06050,Centro (Area 5),19.435265,-99.153765
DF,Cuauhtemoc,06058,Procuraduria General de La Republica,19.435265,-99.153765
DF,Cuauhtemoc,06060,Centro (Area 6),19.435265,-99.153765
DF,Cuauhtemoc,06065,Suprema Corte de Justicia,19.435265,-99.153765
DF,Cuauhtemoc,06066,Secretaria de Hacienda y Credito Publico,19.435265,-99.153765
DF,Cuauhtemoc,06067,Presidencia de La Republica,19.435265,-99.153765
DF,Cuauhtemoc,06070,Centro (Area 7),19.435265,-99.153765
DF,Cuauhtemoc,06079,Confederacion de Camaras Nacionales de Comercio,19.435265,-99.153765
DF,Cuauhtemoc,06080,Centro (Area 8),19.435265,-99.153765
DF,Cuauhtemoc,06090,Centro (Area 9),19.435265,-99.153765
DF,Cuauhtemoc,06100,Hipodromo,19.435265,-99.153765
DF,Cuauhtemoc,06140,Condesa,19.415805,-99.175906
DF,Cuauhtemoc,06170,Hipodromo Condesa,19.415805,-99.175906
DF,Cuauhtemoc,06171,Instituto Mexicano de Comercio Exterior,19.415805,-99.175906
DF,Cuauhtemoc,06179,Secretaria de Economia,19.415805,-99.175906
DF,Cuauhtemoc,06200,Morelos,19.415805,-99.175906
DF,Cuauhtemoc,06200,Plan Tepito,19.415805,-99.175906
DF,Cuauhtemoc,06220,Peralvillo,19.46129,-99.133548
DF,Cuauhtemoc,06240,Valle Gomez,19.46129,-99.133548
DF,Cuauhtemoc,06250,Ex-Hipodromo de Peralvillo,19.46129,-99.133548
DF,Cuauhtemoc,06270,Maza,19.455035,-99.128197
DF,Cuauhtemoc,06280,Felipe Pescador,19.4542,-99.125537
DF,Cuauhtemoc,06300,Guerrero,19.44426,-99.143151
DF,Cuauhtemoc,06309,Direccion General de Recaudacion de la SHCP,19.445865,-99.150302
DF,Cuauhtemoc,06350,Buenavista,19.445865,-99.150302
DF,Cuauhtemoc,06357,Delegacion Politica Cuauhtemoc,19.445865,-99.150302
DF,Cuauhtemoc,06400,Santa Maria la Ribera,19.445865,-99.150302
DF,Cuauhtemoc,06430,Santa Maria Insurgentes,19.445865,-99.150302
DF,Cuauhtemoc,06450,Atlampa,19.45682,-99.156247
DF,Cuauhtemoc,06470,San Rafael,19.437685,-99.16264
DF,Cuauhtemoc,06479,Hemphill Schools,19.432807,-99.148238
DF,Cuauhtemoc,06500,Cuauhtemoc,19.432807,-99.148238
DF,Cuauhtemoc,06589,Camara Nacional de Aerotransportes,19.432807,-99.148238
DF,Cuauhtemoc,06598,Comision Federal de Electricidad,19.432807,-99.148238
DF,Cuauhtemoc,06599,Telefonos de Mexico S.A. de CV,19.432807,-99.148238
DF,Cuauhtemoc,06600,Juarez,19.432807,-99.148238
DF,Cuauhtemoc,06609,Camara Nacional de Comercio de la DF,19.418215,-99.1647
DF,Cuauhtemoc,06693,Camara Nacional de Transportes y Comunicacion,19.418215,-99.1647
DF,Cuauhtemoc,06696,Secretaria de Salud,19.418215,-99.1647
DF,Cuauhtemoc,06698,IMSS,19.418215,-99.1647
DF,Cuauhtemoc,06699,Secretaria de Gobernacion,19.418215,-99.1647
DF,Cuauhtemoc,06700,Roma Norte,19.418215,-99.1647
DF,Cuauhtemoc,06707,Secretaria de Transportes y Vialidad,19.416915,-99.149032
DF,Cuauhtemoc,06720,Doctores,19.416915,-99.149032
DF,Cuauhtemoc,06725,Centro Medico Siglo XXI,19.416915,-99.149032
DF,Cuauhtemoc,06727,Tesoreria del Distrito Federal,19.416915,-99.149032
DF,Cuauhtemoc,06728,Unidad Soldominio,19.416915,-99.149032
DF,Cuauhtemoc,06729,Hospital General de Mexico,19.416915,-99.149032
DF,Cuauhtemoc,06740,Centro Urbano Benito Juarez,19.416915,-99.149032
DF,Cuauhtemoc,06760,Roma Sur,19.40585,-99.161909
DF,Cuauhtemoc,06780,Buenos Aires,19.405465,-99.150076
DF,Cuauhtemoc,06796,Camara Nacional de la Industria Cinematografica,19.414875,-99.139213
DF,Cuauhtemoc,06798,Partido de La Revolucion Democratica,19.414875,-99.139213
DF,Cuauhtemoc,06800,Obrera,19.414875,-99.139213
DF,Cuauhtemoc,06820,Transito,19.414875,-99.139213
DF,Cuauhtemoc,06840,Esperanza,19.41942,-99.128547
DF,Cuauhtemoc,06850,Asturias,19.404855,-99.130938
DF,Cuauhtemoc,06860,Vista Alegre,19.410575,-99.132954
DF,Cuauhtemoc,06870,Paulino Navarro,19.411205,-99.129552
DF,Cuauhtemoc,06880,Algarin,19.405675,-99.140396
DF,Cuauhtemoc,06890,Ampliacion Asturias,19.405675,-99.140396
DF,Cuauhtemoc,06900,Nonoalco Tlatelolco,19.405675,-99.140396
DF,Cuauhtemoc,06920,San Simon Tolnahuac,19.405675,-99.140396
DF,Cuauhtemoc,06995,Secretaria de Relaciones Exteriores,19.405675,-99.140396
DF,Gustavo A. Madero,07000,Aragon la Villa,19.405675,-99.140396
DF,Gustavo A. Madero,07010,Santa Isabel Tola,19.49725,-99.116164
DF,Gustavo A. Madero,07010,Rosas del Tepeyac,19.49725,-99.116164
DF,Gustavo A. Madero,07010,Tepetates,19.49725,-99.116164
DF,Gustavo A. Madero,07020,Tepeyac Insurgentes,19.486165,-99.121622
DF,Gustavo A. Madero,07040,Santiago Atzacoalco,19.486165,-99.121622
DF,Gustavo A. Madero,07050,Villa Gustavo A. Madero,19.486165,-99.121622
DF,Gustavo A. Madero,07058,15 de Agosto,19.484685,-99.108456
DF,Gustavo A. Madero,07059,Delegacion Politica Gustavo A Madero,19.492637,-99.10865
DF,Gustavo A. Madero,07060,Estanzuela,19.492637,-99.10865
DF,Gustavo A. Madero,07069,Triunfo de La Republica,19.492637,-99.10865
DF,Gustavo A. Madero,07070,La Cruz,19.49219,-99.101144
DF,Gustavo A. Madero,07070,Dinamita,19.49219,-99.101144
DF,Gustavo A. Madero,07070,Martin Carrera,19.49219,-99.101144
DF,Gustavo A. Madero,07080,Gabriel Hernandez,19.5,-99.1
DF,Gustavo A. Madero,07089,Ampliacion Gabriel Hernandez,19.5,-99.1
DF,Gustavo A. Madero,07090,C.T.M. Atzacoalco,19.5,-99.1
DF,Gustavo A. Madero,07090,C.T.M. El Risco,19.5,-99.1
DF,Gustavo A. Madero,07100,San Miguel,19.5,-99.1
DF,Gustavo A. Madero,07100,Cuautepec Barrio Alto,19.5,-99.1
DF,Gustavo A. Madero,07109,San Antonio,19.557875,-99.138072
DF,Gustavo A. Madero,07110,Lomas de Cuautepec,19.570055,-99.137677
DF,Gustavo A. Madero,07119,Malacates,19.57395,-99.13427
DF,Gustavo A. Madero,07119,Ampliacion Malacates,19.57395,-99.13427
DF,Gustavo A. Madero,07130,Compositores Mexicanos,19.56679,-99.141657
DF,Gustavo A. Madero,07130,El Tepetatal,19.56679,-99.141657
DF,Gustavo A. Madero,07140,Forestal,19.56306,-99.137011
DF,Gustavo A. Madero,07140,Arboledas,19.56306,-99.137011
DF,Gustavo A. Madero,07140,Ampliacion Arboledas,19.56306,-99.137011
DF,Gustavo A. Madero,07140,Forestal I,19.56306,-99.137011
DF,Gustavo A. Madero,07144,La Lengüeta,19.56306,-99.137011
DF,Gustavo A. Madero,07144,Forestal II,19.56306,-99.137011
DF,Gustavo A. Madero,07149,Parque Metropolitano,19.56306,-99.137011
DF,Gustavo A. Madero,07150,La Casilda,19.56302,-99.134566
DF,Gustavo A. Madero,07150,Juventino Rosas,19.56302,-99.134566
DF,Gustavo A. Madero,07160,Loma La Palma,19.557755,-99.12578
DF,Gustavo A. Madero,07164,Tlacaelel,19.56133,-99.141389
DF,Gustavo A. Madero,07164,Graciano Sanchez,19.56133,-99.141389
DF,Gustavo A. Madero,07164,Luis Donaldo Colosio,19.56133,-99.141389
DF,Gustavo A. Madero,07164,Prados de Cuautepec,19.56133,-99.141389
DF,Gustavo A. Madero,07170,Palmatitla,19.551675,-99.131315
DF,Gustavo A. Madero,07180,Cocoyotes,19.548685,-99.130478
DF,Gustavo A. Madero,07180,General Felipe Berriozabal,19.548685,-99.130478
DF,Gustavo A. Madero,07180,Ampliacion Cocoyotes,19.548685,-99.130478
DF,Gustavo A. Madero,07183,6 de Junio,19.550335,-99.125201
DF,Gustavo A. Madero,07187,Vista Hermosa,19.548415,-99.12273
DF,Gustavo A. Madero,07188,Tlalpexco,19.54557,-99.126357
DF,Gustavo A. Madero,07189,Ahuehuetes,19.545935,-99.131475
DF,Gustavo A. Madero,07190,Valle de Madero,19.550135,-99.139042
DF,Gustavo A. Madero,07199,Del Carmen,19.550135,-99.139042
DF,Gustavo A. Madero,07200,Cuautepec de Madero,19.544545,-99.137599
DF,Gustavo A. Madero,07207,Del Bosque,19.54515,-99.143488
DF,Gustavo A. Madero,07209,Guadalupe Victoria Cuautepec,19.539665,-99.140797
DF,Gustavo A. Madero,07210,Chalma de Guadalupe,19.55197,-99.15109
DF,Gustavo A. Madero,07214,Ampliacion Chalma de Guadalupe,19.55197,-99.15109
DF,Gustavo A. Madero,07220,Castillo Chico,19.53778,-99.133636
DF,Gustavo A. Madero,07220,Castillo Grande,19.53778,-99.133636
DF,Gustavo A. Madero,07224,Ampliacion Castillo Grande,19.53778,-99.133636
DF,Gustavo A. Madero,07230,Zona Escolar,19.5397,-99.147784
DF,Gustavo A. Madero,07239,Zona Escolar Oriente,19.536085,-99.144709
DF,Gustavo A. Madero,07240,El Arbolillo,19.53572,-99.139735
DF,Gustavo A. Madero,07250,Benito Juarez,19.531245,-99.143066
DF,Gustavo A. Madero,07259,Ampliacion Benito Juarez,19.531245,-99.143066
DF,Gustavo A. Madero,07268,Solidaridad Nacional,19.533785,-99.153667
DF,Gustavo A. Madero,07270,Residencial Acueducto de Guadalupe,19.53057,-99.147916
DF,Gustavo A. Madero,07279,Acueducto de Guadalupe,19.526015,-99.149322
DF,Gustavo A. Madero,07280,Jorge Negrete,19.526015,-99.149322
DF,Gustavo A. Madero,07290,La Pastora,19.52585,-99.136875
DF,Gustavo A. Madero,07300,Lindavista Sur,19.52585,-99.136875
DF,Gustavo A. Madero,07300,Lindavista Norte,19.52585,-99.136875
DF,Gustavo A. Madero,07320,Residencial la Escalera,19.52585,-99.136875
DF,Gustavo A. Madero,07320,La Escalera,19.52585,-99.136875
DF,Gustavo A. Madero,07320,La Purisima Ticoman,19.52585,-99.136875
DF,Gustavo A. Madero,07323,PEMEX Lindavista,19.52585,-99.136875
DF,Gustavo A. Madero,07326,Arroyo de Guadalupe,19.52585,-99.136875
DF,Gustavo A. Madero,07329,Ticoman,19.52585,-99.136875
DF,Gustavo A. Madero,07330,Santa Maria Ticoman,19.51667,-99.13333
DF,Gustavo A. Madero,07340,San Jose Ticoman,19.51667,-99.13333
DF,Gustavo A. Madero,07340,La Laguna Ticoman,19.51667,-99.13333
DF,Gustavo A. Madero,07350,Guadalupe Ticoman,19.51667,-99.13333
DF,Gustavo A. Madero,07350,San Juan y Guadalupe Ticoman,19.51667,-99.13333
DF,Gustavo A. Madero,07360,San Pedro Zacatenco,19.50754,-99.115202
DF,Gustavo A. Madero,07360,Juan de Dios Batiz,19.50754,-99.115202
DF,Gustavo A. Madero,07369,Residencial Zacatenco,19.50754,-99.115202
DF,Gustavo A. Madero,07370,Capultitlan,19.4784,-99.133612
DF,Gustavo A. Madero,07380,Maximino Avila Camacho,19.47406,-99.136618
DF,Gustavo A. Madero,07380,Tlacamaca,19.47406,-99.136618
DF,Gustavo A. Madero,07400,Salvador Diaz Miron,19.48333,-99.1
DF,Gustavo A. Madero,07430,Del Obrero,19.49995,-99.09109
DF,Gustavo A. Madero,07456,Residencial Oriente,19.47804,-99.095903
DF,Gustavo A. Madero,07460,Granjas Modernas,19.478785,-99.102335
DF,Gustavo A. Madero,07469,Constitucion de La Republica,19.48333,-99.1
DF,Gustavo A. Madero,07470,Ampliacion San Juan de Aragon,19.48333,-99.1
DF,Gustavo A. Madero,07480,San Pedro El Chico,19.47133,-99.097317
DF,Gustavo A. Madero,07500,La Pradera,19.475725,-99.067192
DF,Gustavo A. Madero,07509,La Pradera 1a Seccion,19.475725,-99.067192
DF,Gustavo A. Madero,07509,Pradera II Seccion,19.475725,-99.067192
DF,Gustavo A. Madero,07550,Providencia,19.483885,-99.070526
DF,Gustavo A. Madero,07560,Ampliacion Providencia,19.483885,-99.070526
DF,Gustavo A. Madero,07570,Villa de Aragon,19.483885,-99.070526
DF,Gustavo A. Madero,07600,Progreso Nacional,19.5195,-99.157867
DF,Gustavo A. Madero,07620,Santa Rosa,19.52526,-99.170567
DF,Gustavo A. Madero,07630,San Jose de la Escalera,19.52526,-99.170567
DF,Gustavo A. Madero,07640,Santiago Atepetlac,19.52461,-99.160037
DF,Gustavo A. Madero,07650,Ampliacion Progreso Nacional,19.52461,-99.160037
DF,Gustavo A. Madero,07660,Guadalupe,19.52461,-99.160037
DF,Gustavo A. Madero,07670,Guadalupe Proletaria,19.521975,-99.154196
DF,Gustavo A. Madero,07680,Ampliacion Guadalupe Proletaria,19.521975,-99.154196
DF,Gustavo A. Madero,07700,Nueva Industrial Vallejo,19.521975,-99.154196
DF,Gustavo A. Madero,07707,Siete Maravillas,19.51478,-99.143831
DF,Gustavo A. Madero,07708,Torres Lindavista,19.510135,-99.145326
DF,Gustavo A. Madero,07709,Lasalle,19.510135,-99.145326
DF,Gustavo A. Madero,07720,Lindavista Vallejo I Seccion,19.510135,-99.145326
DF,Gustavo A. Madero,07730,Montevideo,19.494355,-99.144323
DF,Gustavo A. Madero,07730,Churubusco Tepeyac,19.494355,-99.144323
DF,Gustavo A. Madero,07730,San Bartolo Atepehuacan,19.494355,-99.144323
DF,Gustavo A. Madero,07738,Instituto Politecnico Nacional,19.495335,-99.141766
DF,Gustavo A. Madero,07739,Planetario Lindavista,19.495335,-99.141766
DF,Gustavo A. Madero,07740,Valle del Tepeyac,19.48812,-99.141458
DF,Gustavo A. Madero,07750,Nueva Vallejo,19.487535,-99.147352
DF,Gustavo A. Madero,07754,Lindavista Vallejo III Seccion,19.487535,-99.147352
DF,Gustavo A. Madero,07755,Lindavista Vallejo II Seccion,19.487535,-99.147352
DF,Gustavo A. Madero,07760,Magdalena de las Salinas,19.48212,-99.146985
DF,Gustavo A. Madero,07770,Panamericana,19.479725,-99.142925
DF,Gustavo A. Madero,07770,Ampliacion Panamericana,19.479725,-99.142925
DF,Gustavo A. Madero,07780,Defensores de La Republica,19.479725,-99.142925
DF,Gustavo A. Madero,07780,Heroe de Nacozari,19.479725,-99.142925
DF,Gustavo A. Madero,07790,Vallejo Poniente,19.47041,-99.139812
DF,Gustavo A. Madero,07790,Guadalupe Victoria,19.47041,-99.139812
DF,Gustavo A. Madero,07800,Industrial,19.47499,-99.12571
DF,Gustavo A. Madero,07810,Estrella,19.475115,-99.116486
DF,Gustavo A. Madero,07820,Aragon Inguaran,19.47181,-99.11151
DF,Gustavo A. Madero,07820,Tres Estrellas,19.47181,-99.11151
DF,Gustavo A. Madero,07840,7 de Noviembre,19.46689,-99.120863
